Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R_OPHBDC	3-Octaprenyl-4-hydroxybenzoate[c] + H+[c] => 2-Octaprenylphenol[c] + CO2 CO2[c] 	G_b3843	  0.00	1000.00	  0.00
R_OPHHX3	2-Octaprenylphenol[c] + 2 ATP C10H12N5O13P3[c] + 3 H2O H2O[c] + Nicotinamide adenine dinucleotide[c] => 2-Octaprenyl-6-hydroxyphenol[c] + 2 ADP C10H12N5O10P2[c] + 3 H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + 2 Phosphate[c] 		  0.00	1000.00	  0.00
R_OPHHXy	2-Octaprenylphenol[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] + O2 O2[c] => 2-Octaprenyl-6-hydroxyphenol[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b2906	  0.00	1000.00	  0.00
R_OPMEACPD	3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester[c] => Enoylpimeloyl-[acyl-carrier protein] methyl ester[c] + H2O H2O[c] 	G_b0180	  0.00	1000.00	  0.00
R_OPMEACPR	H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] + 3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester[c] => 3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	  0.00	1000.00	  0.00
R_OPMEACPS	Glutaryl-[acyl-carrier protein] methyl ester[c] + H+[c] + Malonyl-[acyl-carrier protein][c] => Acyl carrier protein[c] + CO2 CO2[c] + 3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester[c] 	G_b2323	  0.00	1000.00	  0.00
R_ORNDC	H+[c] + Ornithine[c] => CO2 CO2[c] + Putrescine[c] 	G_b2965 or G_b0693	  0.00	1000.00	  0.00
R_ORNabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Ornithine[p] => ADP C10H12N5O10P2[c] + H+[c] + Ornithine[c] + Phosphate[c] 	G_b2307 and G_b2308 and G_b2306 and G_b2310	  0.00	1000.00	  0.00
R_ORNtex	Ornithine[e] <=> Ornithine[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_OROTt2_2pp	2 H+[p] + Orotate C5H3N2O4[p] => 2 H+[c] + Orotate C5H3N2O4[c] 	G_b3528	  0.00	1000.00	  0.00
R_OROTtex	Orotate C5H3N2O4[e] <=> Orotate C5H3N2O4[p] 	G_b1377 or G_b0929 or G_b2215 or G_b0241	-1000.00	1000.00	  0.00
R_ORPT	Orotidine 5'-phosphate[c] + Diphosphate[c] <=> Orotate C5H3N2O4[c] + 5-Phospho-alpha-D-ribose 1-diphosphate[c] 	G_b3642	-1000.00	1000.00	  0.00
R_OXAMTC	Oxalureate[c] + Phosphate[c] => Carbamoyl phosphate[c] + Oxamate[c] 		  0.00	1000.00	  0.00
R_OXCDC	H+[c] + Oxalyl-CoA[c] => CO2 CO2[c] + Formyl-CoA(4-)[c] 	G_b2373	  0.00	1000.00	  0.00
R_OXCOAHDH	2-oxepin-2(3H)-ylideneacetyl-CoA[c] + 2 H2O H2O[c] + Nicotinamide adenine dinucleotide phosphate[c] => 3-oxo-5,6-dehydrosuberyl-CoA[c] + 2 H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] 	G_b1387	  0.00	1000.00	  0.00
R_OXDHCOAT	3-oxo-5,6-dehydrosuberyl-CoA[c] + Coenzyme A[c] => 2,3-dehydroadipyl-CoA[c] + Acetyl-CoA[c] 	G_b1397 and G_b1394	  0.00	1000.00	  0.00
R_P5CD	1-Pyrroline-5-carboxylate[c] + 2 H2O H2O[c] + Nicotinamide adenine dinucleotide[c] => L-Glutamate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	G_b1014	  0.00	1000.00	  0.00
R_P5CR	1-Pyrroline-5-carboxylate[c] + 2 H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => Nicotinamide adenine dinucleotide phosphate[c] + L-Proline[c] 	G_b0386	  0.00	1000.00	  0.00
R_PA120abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + 1,2-didodecanoyl-sn-glycerol 3-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + 1,2-didodecanoyl-sn-glycerol 3-phosphate[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PA140abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PA141abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PA160abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PA161abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PA180abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PA181abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PACALDt2rpp	H+[p] + Phenylacetaldehyde[p] <=> H+[c] + Phenylacetaldehyde[c] 		-1000.00	1000.00	  0.00
R_PACALDtex	Phenylacetaldehyde[e] <=> Phenylacetaldehyde[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_PACCOAE	H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] + O2 O2[c] + Phenylacetyl-CoA[c] => H2O H2O[c] + Nicotinamide adenine dinucleotide phosphate[c] + Ring 1,2-epoxyphenylacetyl-CoA[c] 	G_b1391 and G_b1388 and G_b1392 and G_b1389 and G_b1390	  0.00	1000.00	  0.00
R_PACCOAL	ATP C10H12N5O13P3[c] + Coenzyme A[c] + Phenylacetic acid[c] => AMP C10H12N5O7P[c] + Phenylacetyl-CoA[c] + Diphosphate[c] 	G_b1398	  0.00	1000.00	  0.00
R_PACOAT	H2O H2O[c] + Phenylacetyl-CoA[c] => Coenzyme A[c] + H+[c] + Phenylacetic acid[c] 	G_b1396	  0.00	1000.00	  0.00
R_PAI2I	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione[c] => 3-hydroxy-5-phosphonooxypentane-2,4-dione[c] 	G_b1518	  0.00	1000.00	  0.00
R_PAI2T	Coenzyme A[c] + 3-hydroxy-5-phosphonooxypentane-2,4-dione[c] => Acetyl-CoA[c] + Dihydroxyacetone phosphate[c] 	G_b1517	  0.00	1000.00	  0.00
R_PANTS	Beta-Alanine[c] + ATP C10H12N5O13P3[c] + (R)-Pantoate[c] => AMP C10H12N5O7P[c] + H+[c] + (R)-Pantothenate[c] + Diphosphate[c] 	G_b0133	  0.00	1000.00	  0.00
R_PAPA120	H2O H2O[c] + 1,2-didodecanoyl-sn-glycerol 3-phosphate[c] => 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)[c] + Phosphate[c] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA120pp	H2O H2O[p] + 1,2-didodecanoyl-sn-glycerol 3-phosphate[p] => 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)[p] + Phosphate[p] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA140	H2O H2O[c] + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[c] => 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)[c] + Phosphate[c] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA140pp	H2O H2O[p] + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[p] => 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)[p] + Phosphate[p] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA141	H2O H2O[c] + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[c] => 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)[c] + Phosphate[c] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA141pp	H2O H2O[p] + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[p] => 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)[p] + Phosphate[p] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA160	H2O H2O[c] + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate[c] => 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)[c] + Phosphate[c] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA160pp	H2O H2O[p] + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate[p] => 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)[p] + Phosphate[p] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA161	H2O H2O[c] + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[c] => 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)[c] + Phosphate[c] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA161pp	H2O H2O[p] + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[p] => 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)[p] + Phosphate[p] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA180	H2O H2O[c] + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate[c] => 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)[c] + Phosphate[c] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA180pp	H2O H2O[p] + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate[p] => 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)[p] + Phosphate[p] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA181	H2O H2O[c] + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[c] => 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)[c] + Phosphate[c] 	G_b1278	  0.00	1000.00	  0.00
R_PAPA181pp	H2O H2O[p] + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[p] => 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)[p] + Phosphate[p] 	G_b1278	  0.00	1000.00	  0.00
R_PAPPT3	Undecaprenyl phosphate[c] + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine[c] => Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine[c] + UMP C9H11N2O9P[c] 	G_b0087	  0.00	1000.00	  0.00
R_PAPSR	3'-Phosphoadenylyl sulfate[c] + Reduced thioredoxin[c] => 2 H+[c] + Adenosine 3',5'-bisphosphate[c] + Sulfite[c] + Oxidized thioredoxin[c] 	(G_b2582 and G_b2762) or (G_b3781 and G_b2762)	  0.00	1000.00	  0.00
R_PAPSR2	Glutaredoxin (reduced)[c] + 3'-Phosphoadenylyl sulfate[c] => Glutaredoxin (oxidized)[c] + 2 H+[c] + Adenosine 3',5'-bisphosphate[c] + Sulfite[c] 	(G_b3610 and G_b2762) or (G_b0849 and G_b2762) or (G_b1064 and G_b2762) or (G_b1654 and G_b2762)	  0.00	1000.00	  0.00
R_PCNO	Nicotinamide adenine dinucleotide phosphate[c] + Propanoyl-CoA[c] <=> H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] + Propenoyl-CoA[c] 	G_b3253	-1000.00	1000.00	  0.00
R_PDE1	CAMP C10H11N5O6P[c] + H2O H2O[c] => AMP C10H12N5O7P[c] + H+[c] 	G_b1489 or G_b3032	  0.00	1000.00	  0.00
R_PDE4	3',5'-Cyclic GMP[c] + H2O H2O[c] => GMP C10H12N5O8P[c] + H+[c] 	G_b1489	  0.00	1000.00	  0.00
R_PDH	Coenzyme A[c] + Nicotinamide adenine dinucleotide[c] + Pyruvate[c] => Acetyl-CoA[c] + CO2 CO2[c] + Nicotinamide adenine dinucleotide - reduced[c] 	G_b0115 and G_b0116 and G_b0114	  0.00	1000.00	  0.00
R_PDX5PO2	Nicotinamide adenine dinucleotide[c] + Pyridoxine 5'-phosphate[c] => H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + Pyridoxal 5'-phosphate[c] 		  0.00	1000.00	  0.00
R_PDX5POi	O2 O2[c] + Pyridoxine 5'-phosphate[c] => Hydrogen peroxide[c] + Pyridoxal 5'-phosphate[c] 	G_b1638	  0.00	1000.00	  0.00
R_PDX5PS	1-deoxy-D-xylulose 5-phosphate[c] + Nicotinamide adenine dinucleotide[c] + O-Phospho-4-hydroxy-L-threonine[c] => CO2 CO2[c] + 2 H2O H2O[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + Pyridoxine 5'-phosphate[c] + Phosphate[c] 	G_b2564 and G_b0052	  0.00	1000.00	  0.00
R_PDXPP	H2O H2O[c] + Pyridoxine 5'-phosphate[c] => Phosphate[c] + Pyridoxine[c] 	G_b0766	  0.00	1000.00	  0.00
R_PE120abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylethanolamine (didodecanoyl, n-C12:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylethanolamine (didodecanoyl, n-C12:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PE140abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PE141abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PE160abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PE161abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PE180abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PE181abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PEAMNOpp	H2O H2O[p] + O2 O2[p] + Phenethylamine[p] => Hydrogen peroxide[p] + Ammonium[p] + Phenylacetaldehyde[p] 	G_b1386	  0.00	1000.00	  0.00
R_PEAMNtex	Phenethylamine[e] <=> Phenethylamine[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_PERD	4-Phospho-D-erythronate[c] + Nicotinamide adenine dinucleotide[c] <=> H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + 2-Oxo-3-hydroxy-4-phosphobutanoate[c] 	G_b2320	-1000.00	1000.00	  0.00
R_PETNT161pp	KDO(2)-lipid (A)[p] + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[p] => 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)[p] + Phosphoethanolamine KDO(2)-lipid (A)[p] 	G_b3546	  0.00	1000.00	  0.00
R_PETNT181pp	KDO(2)-lipid (A)[p] + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)[p] => 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)[p] + Phosphoethanolamine KDO(2)-lipid (A)[p] 	G_b3546	  0.00	1000.00	  0.00
R_PFK	ATP C10H12N5O13P3[c] + D-Fructose 6-phosphate[c] => ADP C10H12N5O10P2[c] + D-Fructose 1,6-bisphosphate[c] + H+[c] 	G_b3916 or G_b1723	  0.00	1000.00	  0.00
R_PFK_2	ATP C10H12N5O13P3[c] + D-Tagatose 6-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + D-Tagatose 1,6-biphosphate[c] 	G_b3916	  0.00	1000.00	  0.00
R_PFK_3	ATP C10H12N5O13P3[c] + Sedoheptulose 7-phosphate[c] => ADP C10H12N5O10P2[c] + H+[c] + Sedoheptulose 1,7-bisphosphate[c] 	G_b3916	  0.00	1000.00	  0.00
R_PFL	Coenzyme A[c] + Pyruvate[c] => Acetyl-CoA[c] + Formate[c] 	(G_b0902 and G_b0903) or (G_b0902 and G_b3114) or (G_b3951 and G_b3952) or (G_b0902 and G_b0903 and G_b2579)	  0.00	1000.00	  0.00
R_PG120abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerol (didodecanoyl, n-C12:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerol (didodecanoyl, n-C12:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PG140abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PG141abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PG160abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PG161abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PG180abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PG181abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGAMT	D-Glucosamine 1-phosphate[c] <=> D-Glucosamine 6-phosphate[c] 	G_b3176	-1000.00	1000.00	  0.00
R_PGCD	3-Phospho-D-glycerate[c] + Nicotinamide adenine dinucleotide[c] => 3-Phosphohydroxypyruvate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	G_b2913	  0.00	1000.00	  0.00
R_PGI	D-Glucose 6-phosphate[c] <=> D-Fructose 6-phosphate[c] 	G_b4025	-1000.00	1000.00	  0.00
R_PGK	3-Phospho-D-glycerate[c] + ATP C10H12N5O13P3[c] <=> 3-Phospho-D-glyceroyl phosphate[c] + ADP C10H12N5O10P2[c] 	G_b2926	-1000.00	1000.00	  0.00
R_PGL	6-phospho-D-glucono-1,5-lactone[c] + H2O H2O[c] => 6-Phospho-D-gluconate[c] + H+[c] 	G_b0767	  0.00	1000.00	  0.00
R_PGLYCP	2-Phosphoglycolate[c] + H2O H2O[c] => Glycolate C2H3O3[c] + Phosphate[c] 	G_b3385	  0.00	1000.00	  0.00
R_PGM	D-Glycerate 2-phosphate[c] <=> 3-Phospho-D-glycerate[c] 	G_b0755 or G_b3612	-1000.00	1000.00	  0.00
R_PGMT	D-Glucose 1-phosphate[c] <=> D-Glucose 6-phosphate[c] 	G_b2690 or G_b0688 or G_b1317	-1000.00	1000.00	  0.00
R_PGP120abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGP140abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGP141abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGP160abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGP161abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGP180abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGP181abcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)[c] => ADP C10H12N5O10P2[c] + H+[c] + Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_PGPP120	H2O H2O[c] + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)[c] => Phosphatidylglycerol (didodecanoyl, n-C12:0)[c] + Phosphate[c] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP120pp	H2O H2O[p] + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)[p] => Phosphatidylglycerol (didodecanoyl, n-C12:0)[p] + Phosphate[p] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP140	H2O H2O[c] + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)[c] => Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[c] + Phosphate[c] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP140pp	H2O H2O[p] + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)[p] => Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[p] + Phosphate[p] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP141	H2O H2O[c] + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)[c] => Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[c] + Phosphate[c] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP141pp	H2O H2O[p] + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)[p] => Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[p] + Phosphate[p] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP160	H2O H2O[c] + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)[c] => Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[c] + Phosphate[c] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP160pp	H2O H2O[p] + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)[p] => Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[p] + Phosphate[p] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP161	H2O H2O[c] + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)[c] => Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[c] + Phosphate[c] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP161pp	H2O H2O[p] + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)[p] => Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[p] + Phosphate[p] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP180	H2O H2O[c] + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)[c] => Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[c] + Phosphate[c] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
R_PGPP180pp	H2O H2O[p] + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)[p] => Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[p] + Phosphate[p] 	G_b0418 or G_b1278	  0.00	1000.00	  0.00
