reaction_id,reaction_equation,dead_end_test,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox
ADK4,amp_c + itp_c <=> adp_c + idp_c,only when going forwards,ok,ok,ok,N/A
ADMDC,amet_c + h_c --> ametam_c + co2_c,ok,ok,ok,ok,N/A
ADNCYC,atp_c --> camp_c + ppi_c,ok,ok,ok,ok,N/A
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,ok,ok,ok,ok,N/A
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,ok,ok,ok,ok,N/A
ADNt2pp_copy1,adn_p + h_p --> adn_c + h_c,ok,ok,ADNt2pp_copy2,ok,N/A
ADNt2pp_copy2,adn_p + h_p <=> adn_c + h_c,only when going forwards,ok,ADNt2pp_copy1,ok,N/A
ADNtex,adn_e <=> adn_p,only when going forwards,ok,ok,ok,N/A
ADOCBIK,adocbi_c + atp_c --> adocbip_c + adp_c + h_c,adocbi_c;adocbip_c,ok,ok,ok,N/A
ADOCBLS,agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c,adocbl_c;agdpcbi_c;rdmbzi_c,ok,ok,ok,N/A
ADOCBLabcpp,adocbl_p + atp_c + h2o_c --> adocbl_c + adp_c + h_c + pi_c,adocbl_c;adocbl_p,ok,ok,ok,N/A
ADOCBLtonex,adocbl_e + h_p --> adocbl_p + h_c,adocbl_e;adocbl_p,ok,ok,ok,N/A
ADPRDP,adprib_c + h2o_c --> amp_c + 2 h_c + r5p_c,ok,ok,ok,ok,N/A
ADPT,ade_c + prpp_c --> amp_c + ppi_c,ok,ok,ok,ok,N/A
ADSK,aps_c + atp_c --> adp_c + h_c + paps_c,ok,ok,ok,ok,N/A
ADSL1r,dcamp_c <=> amp_c + fum_c,only when going backwards,ok,ok,ok,N/A
ADSL2r,25aics_c <=> aicar_c + fum_c,only when going backwards,ok,ok,ok,N/A
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2 h_c + pi_c,ok,ok,ok,ok,N/A
AGDC,acgam6p_c + h2o_c --> ac_c + gam6p_c,ok,ok,ok,ok,N/A
AGM3PA,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c,ok,ok,ok,ok,N/A
AGM3PApp,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,ok,ok,ok,ok,N/A
AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c,ok,ok,ok,ok,N/A
AGM3Pt2pp,anhgm3p_p + h_p --> anhgm3p_c + h_c,ok,ok,ok,ok,N/A
AGM4PA,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c,ok,ok,ok,ok,N/A
AGM4PApp,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,ok,ok,ok,ok,N/A
AGM4PCP,anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c,ok,ok,ok,ok,N/A
AGM4PCPpp,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,ok,ok,ok,ok,N/A
AGM4PH,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c,ok,ok,ok,ok,N/A
AGM4Pt2pp,anhgm4p_p + h_p --> anhgm4p_c + h_c,ok,ok,ok,ok,N/A
AGMH,anhgm_c + h2o_c --> acgam_c + anhm_c,ok,ok,ok,ok,N/A
AGMHE,adphep_DD_c --> adphep_LD_c,ok,ok,ok,ok,N/A
AGMT,agm_c + h2o_c --> ptrc_c + urea_c,ok,ok,ok,ok,N/A
AGMt2pp,anhgm_p + h_p --> anhgm_c + h_c,ok,ok,ok,ok,N/A
AGMtex,agm_e <=> agm_p,only when going forwards,ok,ok,ok,N/A
AGPAT120,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c,ok,ok,ok,ok,N/A
AGPAT140,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c,ok,ok,ok,ok,N/A
AGPAT141,1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c,ok,ok,ok,ok,N/A
AGPAT160,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,ok,ok,ok,ok,N/A
AGPAT161,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c,ok,ok,ok,ok,N/A
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,ok,ok,ok,ok,N/A
AGPAT181,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c,ok,ok,ok,ok,N/A
AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,only when going forwards,ok,ok,ok,N/A
AGt3,ag_c + h_e --> ag_e + h_c,ag_c;ag_e,ok,ok,ok,N/A
AHCYSNS,ahcys_c + h2o_c --> ade_c + rhcys_c,ok,ok,ok,ok,N/A
AHGDx,S2hglut_c + nad_c <=> akg_c + h_c + nadh_c,only when going forwards,ok,ok,ok,N/A
AI2K,atp_c + dhptd_c --> adp_c + dhptdp_c + h_c,ok,ok,ok,ok,N/A
AI2abcpp,atp_c + h2o_c + mththf_p --> adp_c + h_c + mththf_c + pi_c,ok,ok,ok,ok,N/A
AI2tex,mththf_e <=> mththf_p,only when going forwards,ok,ok,ok,N/A
AI2tpp,mththf_c --> mththf_p,ok,ok,ok,ok,N/A
AICART,10fthf_c + aicar_c <=> fprica_c + thf_c,only when going backwards,ok,ok,ok,N/A
AIRC2,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c,ok,ok,ok,ok,N/A
AIRC3,5aizc_c <=> 5caiz_c,only when going forwards,ok,ok,ok,N/A
AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,ok,ok,ok,ok,N/A
AKGt2rpp,akg_p + h_p <=> akg_c + h_c,only when going forwards,ok,ok,ok,N/A
AKGtex,akg_e <=> akg_p,only when going forwards,ok,ok,ok,N/A
ALAALAD,alaala_c + h2o_c --> 2 ala__D_c,ok,ok,ok,ok,N/A
ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,ok,ok,ok,ok,N/A
ALAALAr,2 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,ok,ok,ok,ok,N/A
ALAALAtex,alaala_e <=> alaala_p,only when going forwards,ok,ok,ok,N/A
ALAGLUE,LalaDglu_c <=> LalaLglu_c,only when going backwards,ok,ok,ok,N/A
ALAR,ala__L_c <=> ala__D_c,ok,ok,ok,ok,N/A
ALATA_D2,ala__D_c + pydx5p_c --> pyam5p_c + pyr_c,ok,ok,ok,ok,N/A
ALATA_L,akg_c + ala__L_c <=> glu__L_c + pyr_c,ok,ok,ok,ok,N/A
ALATA_L2,ala__L_c + pydx5p_c --> pyam5p_c + pyr_c,ok,ok,ok,ok,N/A
ALAabcpp,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,ok,ok,ok,ok,N/A
ALAt2pp,ala__L_p + h_p --> ala__L_c + h_c,ok,ok,ok,ok,N/A
ALAt4pp,ala__L_p + na1_p --> ala__L_c + na1_c,ok,ok,ok,ok,N/A
ALAtex,ala__L_e <=> ala__L_p,only when going forwards,ok,ok,ok,N/A
ALAtpp,ala__L_c --> ala__L_p,ok,ok,ok,ok,N/A
ALCD19,glyald_c + h_c + nadh_c <=> glyc_c + nad_c,ok,ok,ok,ok,N/A
ALCD2x,etoh_c + nad_c <=> acald_c + h_c + nadh_c,only when going forwards,ok,ok,ok,N/A
ALDD19xr,h2o_c + nad_c + pacald_c <=> 2 h_c + nadh_c + pac_c,only when going forwards,ok,ok,ok,N/A
ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2 h_c + nadph_c,ok,ok,ok,ok,N/A
ALDD3y,h2o_c + nadp_c + ppal_c --> 2 h_c + nadph_c + ppa_c,ppal_c,ok,ok,ok,N/A
ALDD4,btal_c + h2o_c + nad_c --> but_c + 2 h_c + nadh_c,btal_c;but_c,ok,ok,ok,N/A
ALKP,dhap_c + h2o_c --> dha_c + pi_c,ok,ok,ok,ok,N/A
ALLK,all__D_c + atp_c --> adp_c + all6p_c + h_c,all6p_c;all__D_c,ok,ok,ok,N/A
ALLPI,all6p_c <=> allul6p_c,all6p_c;allul6p_c,ok,ok,ok,N/A
ALLTAMH2,alltt_c + h2o_c + 2 h_c --> co2_c + nh4_c + urdgci_c,ok,ok,ok,ok,N/A
ALLTN,alltn_c + h2o_c --> alltt_c + h_c,ok,ok,ok,ok,N/A
ALLTNt2rpp,alltn_p + h_p <=> alltn_c + h_c,only when going forwards,ok,ok,ok,N/A
ALLTNtex,alltn_e <=> alltn_p,only when going forwards,ok,ok,ok,N/A
ALLULPE,allul6p_c <=> f6p_c,allul6p_c,ok,ok,ok,N/A
ALLabcpp,all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c,all__D_c;all__D_p,ok,ok,ok,N/A
ALLtex,all__D_e <=> all__D_p,all__D_e;all__D_p,ok,ok,ok,N/A
ALPATE160pp,alpp_p + pe160_p --> 2agpe160_p + lpp_p,alpp_p;lpp_p,ok,ok,ok,N/A
ALPATG160pp,alpp_p + pg160_p --> 2agpg160_p + lpp_p,alpp_p;lpp_p,ok,ok,ok,N/A
ALR2,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,ok,ok,ok,ok,N/A
ALR2x,h_c + mthgxl_c + nadh_c --> acetol_c + nad_c,ok,ok,ok,ok,N/A
ALR4x,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c,ok,ok,ok,ok,N/A
ALTRH,altrn_c --> 2ddglcn_c + h2o_c,2ddglcn_c;altrn_c,ok,ok,ok,N/A
AM3PA,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,ok,ok,ok,ok,N/A
AM4PA,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c,ok,ok,ok,ok,N/A
AM4PCP,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,ok,ok,ok,ok,N/A
AMALT1,malt_c + malttr_c --> glc__D_c + maltttr_c,ok,ok,ok,ok,N/A
AMALT2,malt_c + maltttr_c --> glc__D_c + maltpt_c,ok,ok,ok,ok,N/A
AMALT3,malt_c + maltpt_c --> glc__D_c + malthx_c,ok,ok,ok,ok,N/A
AMALT4,malt_c + malthx_c --> glc__D_c + malthp_c,ok,ok,ok,ok,N/A
AMANAPEr,acmanap_c <=> acgam6p_c,acmanap_c,ok,ok,ok,N/A
AMANK,acmana_c + atp_c --> acmanap_c + adp_c + h_c,acmana_c;acmanap_c,ok,ok,ok,N/A
AMAOTr,8aonn_c + amet_c <=> amob_c + dann_c,only when going backwards,ok,ok,ok,N/A
AMMQLT8,2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c,ok,ok,ok,ok,N/A
AMPMS2,air_c + h2o_c + nad_c --> 4ampm_c + 2 for_c + 3 h_c + nadh_c,ok,ok,ok,ok,N/A
AMPN,amp_c + h2o_c --> ade_c + r5p_c,ok,ok,ok,ok,N/A
AMPNTAT,accoa_c + ampnt_c --> acampnt_c + coa_c,acampnt_c;ampnt_c,ok,ok,ok,N/A
AMPTASECG,cgly_c + h2o_c --> cys__L_c + gly_c,ok,ok,ok,ok,N/A
AMPTASEPG,h2o_c + progly_c --> gly_c + pro__L_c,progly_c,ok,ok,ok,N/A
AMPtex,amp_e <=> amp_p,amp_e;amp_p,ok,ok,ok,N/A
ANHGMtex,anhgm_e <=> anhgm_p,only when going forwards,ok,ok,ok,N/A
ANHMK,anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,ok,ok,ok,ok,N/A
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,ok,ok,ok,ok,N/A
ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,ok,ok,ok,ok,N/A
AOBUTDs,2aobut_c + h_c --> aact_c + co2_c,ok,ok,ok,ok,N/A
AOXSr2,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c,ok,ok,ok,ok,N/A
AP4AH,ap4a_c + h2o_c --> 2 adp_c + 2 h_c,ok,ok,ok,ok,N/A
AP4AS,2 atp_c + h_c --> ap4a_c + ppi_c,ok,ok,ok,ok,N/A
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2 h_c,ap5a_c,ok,ok,ok,N/A
APCS,15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c,na15dap_c,ok,ok,ok,N/A
APG3PAT120,ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
APG3PAT140,glyc3p_c + ttdcap_c --> 1tdecg3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
APG3PAT141,glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
APG3PAT160,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
APG3PAT161,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
APG3PAT180,glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
APH120,ddcap_c + h2o_c --> ddca_c + 2 h_c + pi_c,ok,ok,ok,ok,N/A
APH140,h2o_c + ttdcap_c --> 2 h_c + pi_c + ttdca_c,ok,ok,ok,ok,N/A
APH141,h2o_c + ttdceap_c --> 2 h_c + pi_c + ttdcea_c,ok,ok,ok,ok,N/A
APH160,h2o_c + hdcap_c --> 2 h_c + hdca_c + pi_c,ok,ok,ok,ok,N/A
APH161,h2o_c + hdceap_c --> 2 h_c + hdcea_c + pi_c,ok,ok,ok,ok,N/A
APH180,h2o_c + ocdcap_c --> 2 h_c + ocdca_c + pi_c,ok,ok,ok,ok,N/A
APH181,h2o_c + ocdceap_c --> 2 h_c + ocdcea_c + pi_c,ok,ok,ok,ok,N/A
APPLDHr,aact_c + h_c + nadh_c <=> appl_c + nad_c,appl_c,ok,ok,ok,N/A
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,ok,ok,ok,ok,N/A
ARABDI,arab__D_c <=> rbl__D_c,arab__D_c;rbl__D_c,ok,ok,ok,N/A
ARAI,arab__L_c <=> rbl__L_c,only when going backwards,ok,ok,ok,N/A
ARBTNR1,2 arbtn_fe3_c + fadh2_c --> 2 arbtn_c + fad_c + 2 fe2_c + 2 h_c,ok,ok,ok,ok,N/A
ARBTNR2,2 arbtn_fe3_c + fmnh2_c --> 2 arbtn_c + 2 fe2_c + fmn_c + 2 h_c,ok,ok,ok,ok,N/A
ARBTNR3,2 arbtn_fe3_c + rbflvrd_c --> 2 arbtn_c + 2 fe2_c + 2 h_c + ribflv_c,ok,ok,ok,ok,N/A
ARBTNabcpp,arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c,ok,ok,ok,ok,N/A
ARBTNexs,arbtn_e + fe3_e --> arbtn_fe3_e,ok,ok,ok,ok,N/A
ARBTNtex,arbtn_p + h_p --> arbtn_e + h_c,ok,ok,ok,ok,N/A
ARBTNtonex,arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c,ok,ok,ok,ok,N/A
ARBTNtpp,arbtn_c + h_p --> arbtn_p + h_c,ok,ok,ok,ok,N/A
ARBTptspp,arbt_p + pep_c --> arbt6p_c + pyr_c,arbt6p_c;arbt_p,ok,ok,ok,N/A
ARBTtex,arbt_e --> arbt_p,arbt_e;arbt_p,ok,ok,ok,N/A
ARBabcpp,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,ok,ok,ok,ok,N/A
ARBt2rpp,arab__L_p + h_p <=> arab__L_c + h_c,ok,ok,ARBt3ipp,ARBt3ipp,N/A
ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c,ok,ok,ARBt2rpp,ARBt2rpp,N/A
ARBtex,arab__L_e <=> arab__L_p,only when going forwards,ok,ok,ok,N/A
ARGAGMt7pp,agm_c + arg__L_p <=> agm_p + arg__L_c,ok,ok,ok,ok,N/A
ARGDC,arg__L_c + h_c --> agm_c + co2_c,ok,ok,ok,ok,N/A
ARGDCpp,arg__L_p + h_p --> agm_p + co2_p,ok,ok,ok,ok,N/A
ARGORNt7pp,arg__L_p + orn_c <=> arg__L_c + orn_p,only when going backwards,ok,ok,ok,N/A
ARGSL,argsuc_c <=> arg__L_c + fum_c,only when going backwards,ok,ok,ok,N/A
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,ok,ok,ok,ok,N/A
ARGabcpp,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,ok,ok,ok,ok,N/A
ARGt3pp,arg__L_c + h_p --> arg__L_p + h_c,ok,ok,ok,ok,N/A
ARGtex,arg__L_e <=> arg__L_p,only when going forwards,ok,ok,ok,N/A
ARHGDx,nad_c + r2hglut_c <=> akg_c + h_c + nadh_c,r2hglut_c,ok,ok,ok,N/A
ARMEPNS,atp_c + mepn_c --> ade_c + rpntp_c,mepn_c;rpntp_c,ok,ok,ok,N/A
ASAD,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,only when going forwards,ok,ok,ok,N/A
ASCBPL,ascb6p_c + h2o_c --> 3dhgulnp_c + h_c,3dhgulnp_c;ascb6p_c,ok,ok,ok,N/A
ASCBptspp,ascb__L_p + pep_c --> ascb6p_c + pyr_c,ascb6p_c;ascb__L_p,ok,ok,ok,N/A
ASCBtex,ascb__L_e <=> ascb__L_p,ascb__L_e;ascb__L_p,ok,ok,ok,N/A
ASNN,asn__L_c + h2o_c --> asp__L_c + nh4_c,ok,ok,ok,ok,N/A
ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p,ok,ok,ok,ok,N/A
ASNS1,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,ok,ok,ok,ok,N/A
ASNS2,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,ok,ok,ok,ok,N/A
ASNt2rpp,asn__L_p + h_p <=> asn__L_c + h_c,only when going forwards,ok,ok,ok,N/A
ASNtex,asn__L_e <=> asn__L_p,only when going forwards,ok,ok,ok,N/A
ASO3t8pp,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c,aso3_c;aso3_p,ok,ok,ok,N/A
ASO3tex,aso3_e <=> aso3_p,aso3_e;aso3_p,ok,ok,ok,N/A
ASP1DC,asp__L_c + h_c --> ala_B_c + co2_c,ok,ok,ok,ok,N/A
ASPCT,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,ok,ok,ok,ok,N/A
ASPK,asp__L_c + atp_c <=> 4pasp_c + adp_c,only when going backwards,ok,ok,ok,N/A
ASPO3,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c,ok,ok,ok,ok,N/A
ASPO4,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c,ok,ok,ok,ok,N/A
ASPO5,asp__L_c + fum_c --> h_c + iasp_c + succ_c,ok,ok,ok,ok,N/A
ASPO6,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,ok,ok,ok,ok,N/A
ASPT,asp__L_c --> fum_c + nh4_c,ok,ok,ok,ok,N/A
ASPTA,akg_c + asp__L_c <=> glu__L_c + oaa_c,ok,ok,ok,ok,N/A
ASPabcpp,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,ok,ok,ok,ok,N/A
ASPt2_2pp,asp__L_p + 2 h_p --> asp__L_c + 2 h_c,ok,ok,ok,ASPt2_3pp;ASPt2pp,N/A
ASPt2_3pp,asp__L_p + 3 h_p --> asp__L_c + 3 h_c,ok,ok,ok,ASPt2_2pp;ASPt2pp,N/A
ASPt2pp,asp__L_p + h_p --> asp__L_c + h_c,ok,ok,ok,ASPt2_2pp;ASPt2_3pp,N/A
ASPtex,asp__L_e <=> asp__L_p,only when going forwards,ok,ok,ok,N/A
ASPtpp,asp__L_p <=> asp__L_c,ok,ok,ok,ok,N/A
ASR,aso4_c + 2 gthrd_c --> aso3_c + gthox_c + h2o_c,aso3_c;aso4_c,ok,ok,ok,N/A
AST,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,ok,ok,ok,ok,N/A
ATHRDHr,athr__L_c + nadp_c <=> 2aobut_c + h_c + nadph_c,only when going forwards,ok,ok,ok,N/A
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,ok,ok,ok,ok,N/A
ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,ok,NTP1,ok,ok,N/A
ATPPRT,atp_c + prpp_c --> ppi_c + prbatp_c,ok,ok,ok,ok,N/A
ATPS4rpp,adp_c + 4 h_p + pi_c <=> atp_c + h2o_c + 3 h_c,ok,ok,ok,ok,N/A
BALAt2pp,ala_B_p + h_p --> ala_B_c + h_c,ala_B_p,ok,ok,ok,N/A
BALAtex,ala_B_e <=> ala_B_p,ala_B_e;ala_B_p,ok,ok,ok,N/A
BETALDHx,betald_c + h2o_c + nad_c --> glyb_c + 2 h_c + nadh_c,ok,ok,ok,ok,N/A
BETALDHy,betald_c + h2o_c + nadp_c --> glyb_c + 2 h_c + nadph_c,ok,ok,ok,ok,N/A
BGLA1,6pgg_c + h2o_c --> g6p_c + glc__D_c,6pgg_c,ok,ok,ok,N/A
BIOMASS_Ec_iML1515_WT_75p37M,0.000223 10fthf_c + 0.000223 2dmmql8_c + 2.5e-05 2fe2s_c + 0.000248 4fe4s_c + 0.000223 5mthf_c + 0.000279 accoa_c + 0.000223 adocbl_c + 0.499149 ala__L_c + 0.000223 amet_c + 0.28742 arg__L_c + 0.234232 asn__L_c + 0.234232 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.004952 ca2_c + 0.000223 chor_c + 0.004952 cl_c + 0.002944 clpn160_p + 0.00229 clpn161_p + 0.00118 clpn181_p + 0.000168 coa_c + 2.4e-05 cobalt2_c + 0.008151 colipa_e + 0.129799 ctp_c + 0.000674 cu2_c + 0.088988 cys__L_c + 0.024805 datp_c + 0.025612 dctp_c + 0.025612 dgtp_c + 0.024805 dttp_c + 0.000223 enter_c + 0.000223 fad_c + 0.006388 fe2_c + 0.007428 fe3_c + 0.255712 gln__L_c + 0.255712 glu__L_c + 0.595297 gly_c + 0.154187 glycogen_c + 0.000223 gthrd_c + 0.209121 gtp_c + 70.028756 h2o_c + 0.000223 hemeO_c + 0.092056 his__L_c + 0.282306 ile__L_c + 0.18569 k_c + 0.437778 leu__L_c + 3e-06 lipopb_c + 0.333448 lys__L_c + 3.1e-05 malcoa_c + 0.149336 met__L_c + 0.008253 mg2_c + 0.000223 mlthf_c + 0.000658 mn2_c + 7e-06 mobd_c + 7e-06 mococdp_c + 7e-06 mocogdp_c + 0.000223 mql8_c + 0.001345 murein3p3p_p + 0.000605 murein3px4p_p + 0.005381 murein4p4p_p + 0.005448 murein4px4p_p + 0.000673 murein4px4px4p_p + 0.001787 nad_c + 4.5e-05 nadh_c + 0.000112 nadp_c + 0.000335 nadph_c + 0.012379 nh4_c + 0.000307 ni2_c + 0.044164 pe160_p + 0.03435 pe161_p + 0.017704 pe181_p + 0.010599 pg160_p + 0.008244 pg161_p + 0.004249 pg181_p + 0.180021 phe__L_c + 0.000223 pheme_c + 0.214798 pro__L_c + 0.03327 ptrc_c + 0.000223 pydx5p_c + 0.000223 q8h2_c + 0.000223 ribflv_c + 0.209684 ser__L_c + 0.000223 sheme_c + 0.004126 so4_c + 0.006744 spmd_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.246506 thr__L_c + 0.055234 trp__L_c + 0.133993 tyr__L_c + 5.5e-05 udcpdp_c + 0.140101 utp_c + 0.411184 val__L_c + 0.000324 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.749831 ppi_c,adocbl_c;colipa_e;hemeO_c;lipopb_c;mococdp_c;mocogdp_c,ok,ok,ok,N/A
BIOMASS_Ec_iML1515_core_75p37M,0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 70.028756 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.063814 pe160_p + 0.075214 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.773903 ppi_c,ok,ok,ok,ok,N/A
BMOCOS,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c,bmoco_c;moco_c;mptamp_c,ok,ok,ok,N/A
BMOGDS1,bmoco_c + gtp_c + h_c --> bmoco1gdp_c + ppi_c,bmoco1gdp_c;bmoco_c,ok,ok,ok,N/A
BMOGDS2,bmoco1gdp_c + gtp_c + h_c --> bmocogdp_c + ppi_c,bmoco1gdp_c;bmocogdp_c,ok,ok,ok,N/A
BPNT,h2o_c + pap_c --> amp_c + pi_c,ok,ok,ok,ok,N/A
BSORx,btnso_c + h_c + nadh_c --> btn_c + h2o_c + nad_c,btnso_c,ok,ok,ok,N/A
BSORy,btnso_c + h_c + nadph_c --> btn_c + h2o_c + nadp_c,btnso_c,ok,ok,ok,N/A
BTNt2ipp,btn_p + h_p --> btn_c + h_c,btn_p,ok,ok,ok,N/A
BTNtex,btn_e <=> btn_p,btn_e;btn_p,ok,ok,ok,N/A
BTS5,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c,ok,ok,ok,ok,N/A
BUTCT,accoa_c + but_c --> ac_c + btcoa_c,but_c,ok,ok,ok,N/A
BUTSO3abcpp,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,butso3_c;butso3_p,ok,ok,ok,N/A
BUTSO3tex,butso3_e <=> butso3_p,butso3_e;butso3_p,ok,ok,ok,N/A
BUTt2rpp,but_p + h_p <=> but_c + h_c,but_c;but_p,ok,ok,ok,N/A
BUTtex,but_e <=> but_p,but_e;but_p,ok,ok,ok,N/A
BWCOGDS1,bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c,bwco1gdp_c;bwco_c,ok,ok,ok,N/A
BWCOGDS2,bwco1gdp_c + gtp_c + h_c --> bwcogdp_c + ppi_c,bwco1gdp_c;bwcogdp_c,ok,ok,ok,N/A
